Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Metro Quadrado;Valor m2;Tipo Agregado
Apartamento;Itanhangá;2;0;0;56;1200.0;781.0;26.0;3136;21.43;Apartamento
Apartamento;Leme;4;0;1;350;10000.0;2700.0;6500.0;122500;28.57;Apartamento
Apartamento;Copacabana;2;0;1;45;1600.0;620.0;0.0;2025;35.56;Apartamento
Apartamento;Barra da Tijuca;3;2;1;201;9500.0;2300.0;13500.0;40401;47.26;Apartamento
Apartamento;Centro;1;0;1;38;1150.0;400.0;25.0;1444;30.26;Apartamento
Apartamento;Leme;3;1;0;200;8000.0;2300.0;510.0;40000;40.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;89;4500.0;1200.0;211.0;7921;50.56;Apartamento
Apartamento;Barra da Tijuca;4;3;2;398;16000.0;2600.0;11000.0;158404;40.2;Apartamento
Apartamento;Ipanema;2;2;1;130;8000.0;2000.0;660.0;16900;61.54;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2500.0;940.0;800.0;4761;36.23;Apartamento
Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1500.0;40000;47.5;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;45;1500.0;1200.0;440.0;2025;33.33;Apartamento
Apartamento;Botafogo;1;1;0;65;2200.0;679.0;27.0;4225;33.85;Apartamento
Apartamento;Barra da Tijuca;2;1;2;100;10000.0;5155.0;502.0;10000;100.0;Apartamento
Apartamento;Méier;3;0;0;60;1300.0;450.0;0.0;3600;21.67;Apartamento
Apartamento;Barra da Tijuca;2;2;1;75;1400.0;800.0;100.0;5625;18.67;Apartamento
Apartamento;Leblon;3;1;2;155;7200.0;1515.0;538.0;24025;46.45;Apartamento
