to_postcode,to_country_id
12239-670,64
12242-000,32
12242-111,32
12242130,32
12242170,32
12242-170,32
12242431,96
12242-500,32
12242-790,32
12242840,32
12243-020,32
12243040,32
12243-040,64
12243060,64
12243160,32
12243-261,32
12243-290,64
12243630,32
12243-630,32
12243-680,32
12243-710,64
12243-800,64
12243-810,32
12244-000,64
12244465,32
12244660,32
12244-896,32
12245-090,32
12245230,64
12245320,32
12245-660,32
12246-000,32
12246-013,32
12246021,32
12246023,64
12246120,32
12246140,32
12246180,64
12246-180,32
12246-190,32
12246250,32
12246-320,96
12246-875,96
12247630,160
12248-254,32
12248-330,32
12280020,96
12280-040,32
12280-103,32
12280-111,32
12281340,32
12281450,32
12284660,32
12284900,32
12284-900,96
12285-010,64
12285455,64
12287-650,32
12297050,32
12301-342,32
12302-329,32
12305000,32
12305010,32
12305-010,64
12308480,32
12310-580,32
12320220,32
12380-000,64
12405070,32
12410-060,32
12410170,32
12412230,32
12414-040,32
12421550,64
12422520,32
12424880,32
12442-090,32
12442-220,32
12444-510,32
12450000,32
12450-000,96
12460000,128
12460-000,128
12490000,32
12509-320,32
12512-415,32
12513-460,32
12514-430,32
12515110,32
12515-620,32
12516010,32
12516-280,32
12516400,32
12517530,32
12530000,32
12573-276,32
12600-005,32
12600220,64
12600639,32
12602550,32
12605250,32
12606-000,32
12606271,96
12606580,32
12609-030,64
12620-000,32
12630000,64
12630-000,32
12710220,32
12712-090,32
12760-000,64
12902160,32
12903-170,32
12903-454,32
12903-882,32
12906-320,32
12906-620,32
12906-820,32
12914-664,32
12914970,32
12915560,32
12916-378,32
12916-403,32
12917-002,32
12919495,32
12926677,32
12926-677,64
12940-970,32
12941-239,96
12941-260,32
12941-303,32
12941480,64
12941-480,96
12942-140,32
12942190,96
12942490,32
12942550,64
12942-550,32
12942770,32
12942-770,32
12943-000,32
12945-490,32
12945-550,32
12945660,32
12945851,32
12945-852,64
12946-001,32
12946-290,32
12946840,32
12947450,32
12948-023,32
12950-648,32
12951-540,32
12951-590,32
12951640,32
12952-494,32
12954-722,32
12960000,32
12960-000,32
12970000,96
12970-000,32
12980-000,64
13.563-673,32
13010-001,32
13010-010,96
13010040,64
13010-041,32
13010219,32
13010-301,64
13012-100,32
13013-001,32
13015-095,64
13015-291,32
13015-300,32
13020-061,32
13023-010,32
13024010,32
13024-020,32
13024-091,96
13024-100,32
13024110,256
13024-200,32
13024-908,32
13025-003,32
13025070,32
13025085,32
13025-085,64
13025-140,64
13026-001,32
13026063,32
13026-137,32
13026302,64
13026-515,128
13031390,32
13031-390,128
13031690,32
13033210,32
13035010,32
13035-030,64
13035270,32
13035-270,96
13036-135,32
13040-017,32
13040-108,32
13040145,32
13040-230,32
13042810,64
13044-295,32
13045410,32
13045-603,64
13045-760,32
13049446,32
13049456,32
13049490,64
13050055,64
13050060,32
13050-089,32
13050543,32
13050-814,32
13052601,32
13053-647,32
13054-646,32
13060-024,32
13060-480,32
13060721,32
13060744,32
13060-824,32
13061-144,32
13063350,32
13063-490,32
13064-812,32
13068217,32
13068405,32
13070030,32
13070071,160
13070-090,96
13070-120,96
13070159,32
13070-752,32
13073010,64
13073-021,32
13073-035,64
13073040,32
13073-040,32
13073-141,32
13073-330,32
13075140,32
13076000,32
13076-000,32
13076-112,32
13076270,64
13076-540,32
13076-550,64
13076903,32
13076-903,32
13080040,32
13080080,64
13082140,32
13082793,32
13082-826,32
13083-190,32
13083-260,32
13083-590,32
13083-725,32
13083765,32
13083-780,96
13083881,64
13084195,32
13084759,32
13084-759,64
13084772,32
13084-776,32
13085-015,32
13085405,32
13085-450,32
13085614,64
13085640,32
13085-729,32
13087-395,32
13087441,64
13087-500,192
13087-548,32
13087570,32
13087-601,32
13087-606,64
13087610,128
13087-610,64
13087620,64
13091410,64
13092481,32
13092526,32
13092-582,32
13097-164,64
13097-244,32
13098035,32
13098-327,32
13098393,32
13098-426,32
13098-587,32
13100-040,32
13100057,32
13100117,64
13100218,64
13100-406,160
13101650,32
13101-677,32
13101-773,32
13101-775,32
13101-790,32
13104-166,32
13105843,32
13108049,32
13140107,32
13140-196,32
13140260,32
13140394,64
13141010,64
13145-323,96
13152-316,32
13157004,64
13160-030,32
13162-086,32
13163484,32
13167180,32
13167472,64
13167578,32
13167802,32
13171310,64
13172-590,32
13174070,32
13175-613,32
13175615,32
13175-658,96
13175-667,32
13176-050,32
13178242,32
13178322,32
13178574,32
13181150,64
13183302,32
13185-230,32
13187-165,32
13189-149,32
13189-200,32
13197230,32
13201039,32
13201800,32
13201-800,32
13202200,64
13202-230,64
13202-251,64
13202-254,32
13202540,32
13203-080,96
13204-070,32
13206820,32
13206-820,96
13208056,32
13208-056,32
13208-200,32
13208-330,32
13208600,32
13208-760,32
13208820,32
13209355,32
13209690,32
13211-000,64
13211-120,32
13211210,32
13211-540,32
13211541,32
13211-544,32
13211667,32
13211685,64
13212-117,32
13212-118,32
13212-258,32
13212354,32
13212-375,32
13212-439,32
13212448,64
13212-449,32
13212-574,32
13214-000,32
13214-070,32
13214580,32
13214584,32
13214-618,32
13214661,96
13214-661,160
13214-699,64
13215-220,64
13215-485,32
13216351,96
13218-050,32
13218-119,32
13218-402,32
13218-610,64
13219-660,32
13220-460,32
13224500,64
13225530,32
13251-462,64
13251510,64
13252175,32
13253-000,32
13254250,32
13254-300,32
13254423,32
13255125,32
13256-714,32
13270293,32
13270294,32
13270370,32
13271-200,32
13271410,32
13271-410,64
13271608,32
13271623,32
13272031,256
13272-031,128
13272162,32
13272400,32
13272-555,32
13272-721,32
13272-730,32
13274-610,32
13275-410,96
13275-422,32
13275430,32
13275-656,32
13276390,32
13276409,32
13276-500,32
13278011,32
13278-030,32
13278139,32
13278-141,32
13278370,32
13279130,64
13280420,32
13281062,32
13281678,32
13283044,32
13283548,64
13283654,32
13284030,32
13284046,32
13285-054,32
13285060,32
13285092,32
13285420,64
13285-420,64
13285526,32
13287112,32
13287196,64
13287562,32
13289328,32
13289-328,32
13289690,32
13290038,32
13290-240,32
13290-608,32
13291-278,32
13291348,32
13291374,96
13293272,64
13293420,64
13295000,32
13295-000,32
13295-027,32
13295059,32
13295-100,32
13295-274,32
13295-384,32
13296114,32
13299-131,32
13300-250,64
13300-290,32
13301640,64
13302-223,32
13303-542,64
13304-402,64
13304-652,32
13305-470,32
13305-480,64
13308560,32
13309-775,32
13310813,32
13311-300,32
13311-590,64
13312-280,32
13312-320,32
13312-470,32
13313180,32
13313-180,32
13315-000,32
13318000,32
13318-000,64
13318-008,64
13320-000,32
13321-050,32
13321-125,32
13321-210,32
13322-000,32
13322144,32
13322-252,32
13323530,32
13329260,96
13330020,64
13330090,64
13330-130,32
13331-091,32
13334080,32
13334150,32
13338310,32
13339545,32
13339-545,96
13340510,32
13340-750,32
13343700,64
13345110,32
13345670,32
13345680,32
13347398,32
13348-570,32
13348-718,32
13349-053,32
13349-273,32
13360000,64
13362-072,32
13363150,32
13369044,32
13380204,32
13385-084,32
13385092,32
13385338,32
13385-496,32
13387080,96
13398-750,32
13400050,96
13400075,32
13400100,32
13400-183,32
13400-186,32
13400330,32
13400410,32
13401060,32
13401-340,96
13401-630,32
13401854,64
13401-883,32
13402076,64
13402-371,32
13403-160,32
13403-338,64
13403354,32
13403835,32
13403856,32
13403-857,32
13403-859,96
13403875,64
13405025,32
13405060,32
13405081,32
13405095,32
13405165,32
13405187,32
13405205,32
13405233,32
13405268,32
13406399,32
13408-122,32
13409-217,32
13411030,32
13412-354,32
13414236,32
13414304,32
13414399,32
13415090,32
13415-097,32
13415103,32
13416005,64
13416020,96
13416030,32
13416222,32
13416381,32
13416389,32
13417380,64
13417-380,32
13417430,96
13417530,32
13417580,32
13417-660,32
13417-792,32
13418160,32
13418-310,32
13418-330,32
13418555,64
13418-555,32
13418560,192
13418-560,32
13419-040,32
13419-140,32
13419200,32
13419-270,32
13420002,32
13420128,32
13420-130,32
13420480,128
13420524,32
13420-669,32
13420-700,32
13420835,32
13420-838,32
13421120,32
13422042,64
13422587,64
13423100,64
13423-100,32
13424120,32
13425-010,32
13425380,32
13426-233,32
13426-239,32
13426266,32
13426575,32
13427235,32
13440080,32
13450039,32
13450149,32
13450263,96
13450356,32
13450612,32
13450-628,32
13451077,64
13451-080,32
13451086,32
13453-000,32
13453-516,32
13454215,32
13454335,32
13455450,32
13455452,32
13456033,32
13456047,32
13456525,32
13457-192,32
13458052,32
13458082,64
13458190,32
13465060,32
13465-660,32
13465690,64
13465772,64
13465773,64
13465-773,32
13466020,32
13466300,32
13466-640,32
13467300,32
13467340,96
13467450,32
13467620,32
13467-694,32
13468000,32
13468190,32
13468270,32
13468273,32
13468340,32
13468-550,32
13468602,32
13468-740,32
13468840,32
13469262,32
13470110,32
13470-474,32
13471200,32
13471560,32
13471-570,32
13472-659,32
13473020,64
13473-676,32
13473688,32
13474-292,32
13474-373,32
13474543,32
13477-440,32
13478163,32
13479200,32
13480021,64
13480041,32
13480-050,32
13480051,32
13480340,32
13480355,32
13480357,32
13480376,32
13480-475,32
13480-480,32
13480485,32
13480505,32
13480590,32
13480-615,64
13480647,32
13480-706,32
13480914,32
13481221,32
13481280,32
13481447,32
13481-525,32
13481651,128
13481669,32
13481765,32
13482095,32
13482131,32
13482278,96
13482-385,32
13482447,32
13482525,32
13482540,32
13482-553,32
13482-713,32
13483200,32
13483232,32
13484-022,32
13484-096,32
13484217,96
13484260,32
13484261,32
13484280,32
13484330,32
13484420,32
13484447,64
13484458,32
13484535,32
13484603,64
13486065,32
13486120,32
13486164,64
13486712,32
13487295,32
13487439,32
13492134,96
13493032,96
13496004,32
13496062,64
13497188,32
13498034,32
13500-170,32
13500570,64
13501-070,32
13501080,32
13501-120,64
13501-430,64
13501440,32
13503-014,32
13503069,32
13503-187,64
13503510,32
13504-050,64
13504220,32
13505002,32
13505-165,32
13506-705,64
13506-750,32
13506898,32
13509-600,32
13510118,64
13515-100,64
13515128,96
13515-296,32
13518612,32
13520000,128
13520-000,128
13528075,32
13537-000,32
13560-044,32
13560049,96
13560-049,32
13560-170,32
13560-181,32
13560291,32
13561353,32
13561-353,32
13561400,64
13561404,32
13562-000,32
13562030,32
13562420,64
13563300,32
13563713,32
13563820,32
13564-030,32
13564210,32
13564-350,32
13565090,64
13565482,32
13566-533,32
13566-610,32
13566690,64
13567100,32
13567-101,64
13567-660,32
13568-110,32
13568-675,32
13569-010,32
13569-080,32
13569220,32
13569-270,160
13570-070,32
13572-070,64
13575-070,96
13590000,32
13600000,32
13600140,32
13600360,32
13604126,32
13605194,32
13607-270,32
13607440,32
13607558,32
13607-558,96
13610-120,32
13612334,32
13615060,32
13617-579,32
13630-082,32
13630095,64
13631090,64
13631220,32
13631638,64
13650-005,32
13660009,32
13660013,32
13660-025,32
13660-027,96
13660037,64
13660041,32
13660-041,64
13660-190,32
13660-216,64
13661002,32
13661-084,32
13661-256,32
13662-070,32
13662-110,32
13670000,64
13670-000,32
13690-000,32
13700-000,64
13710-000,32
13720-000,32
13730-280,32
13731-000,32
13770-000,32
13800-060,32
13800-170,64
13806-518,32
13806-610,32
13820000,32
13820-000,128
13825-000,32
13832028,32
13833112,32
13840-040,32
13842334,32
13844-227,64
13845-360,64
13846-455,32
13847-009,32
13847202,32
13848-016,32
13849218,32
13860-000,32
13870-010,32
13870220,32
13872030,32
13874141,32
13874243,32
13880000,32
13880-000,224
13900-029,32
13900-090,32
13900-380,32
13902-040,32
13903-132,32
13910-001,64
13912478,32
13912-524,32
13914160,32
13915001,32
13916-032,32
13917490,64
13919416,32
13919476,32
13919-594,64
13920-000,32
13930000,32
13930-000,96
13960-000,64
13972030,32
13973041,32
13973-237,32
13974-214,64
13975089,64
13976452,64
13976-452,32
13990000,32
14010-070,32
14010130,32
14010160,32
14015000,32
14015100,128
14015-100,32
14015110,128
14015-130,32
14020058,32
14020093,32
14020150,32
14020180,32
14020273,32
14020280,128
14020290,32
14020300,32
14020-360,32
14020380,32
14020-380,32
14020440,32
14020500,32
14020525,32
14020590,64
14020-590,32
14020605,32
14020-610,32
14020620,32
14020650,96
14020-650,32
14020670,64
14020-670,32
14020-680,64
14020700,64
14020733,64
14020-733,96
14021126,32
14021180,32
14021207,64
14021280,32
14021290,32
14021-440,64
14021-520,64
14021-581,32
14021590,32
14021610,32
14021-614,32
14021-615,32
14021617,32
14021619,32
14021620,64
14021635,64
14021650,96
14021675,64
14021679,128
14021684,32
14021686,64
14021-686,32
14022030,64
14022032,32
14022500,32
14024-030,32
14024220,32
14024250,96
14025040,32
14025-050,128
14025100,32
14025190,32
14025260,32
14025-320,32
14025-510,32
14025640,32
14025-640,32
14025710,32
14026-080,32
14026220,32
14026-220,32
14026-586,32
14026-590,64
14026594,32
14027-045,32
14027-165,64
14027250,64
14027-250,32
14028-009,32
14028015,32
14028515,32
14029198,32
14029390,32
14030-000,32
14030360,32
14030500,64
14030530,32
14031410,32
14031-450,64
14033-012,32
14033016,32
14033026,32
14035158,32
14039073,32
14050-230,32
14051-060,32
14051-070,32
14051-260,32
14051-420,32
14051510,32
14055-250,32
14055570,32
14056-250,64
14057-220,32
14057-250,32
14062034,64
14065-370,64
14065762,32
14070-140,32
14071320,32
14071440,32
14071450,32
14076-150,32
14076-280,32
14079087,32
14079-326,32
14080-220,96
14080300,32
14085058,32
14085-100,32
14085330,32
14085340,32
14085-580,32
14090062,64
14090-102,32
14090240,32
14091-220,64
14091-270,64
14091-420,64
14092-100,32
14092-250,32
14092-530,32
14093515,32
14093-535,32
14094-171,64
14094522,32
14096340,32
14096-390,64
14096410,32
14096-440,32
14096-450,64
14096-660,64
14098-260,32
14098-314,32
14098331,64
14098-374,32
14098830,32
14110000,192
14110-000,128
14120000,160
14140000,96
14140-000,64
14150000,32
14150-000,64
14160530,32
14160-530,32
14160570,32
14161125,32
14161-310,32
14165-562,32
14166-020,32
14169-152,32
14170080,32
14170-770,32
14171115,32
14171268,32
14178047,32
14180000,32
14200000,32
14200-000,32
14240000,64
14270000,32
14270-000,96
14300065,32
14300103,32
14305164,96
14307006,32
14315114,32
14340000,96
14350000,32
14400490,32
14400740,64
14400760,32
14400768,32
14401011,64
14401146,32
14401-146,32
14401150,32
14401-263,32
14401-378,64
14402294,64
14402300,32
14403-093,64
14403265,32
14403361,32
14403738,32
14403841,32
14404608,32
14405165,64
14405247,128
14405299,32
14405415,32
14406310,64
14406330,32
14406-543,32
14406-712,32
14406716,32
14407027,32
14407244,32
14409025,32
14409108,32
14409132,32
14409275,64
14412330,32
14420000,32
14470000,64
14500000,32
14530000,32
14550000,32
14580000,32
14580-000,96
14600000,32
14600-000,96
14610000,64
14610-000,256
14620000,256
14620-000,32
14640-000,32
14660000,32
14660-000,32
14670000,96
14680000,32
14700-150,32
14700-300,32
14701020,32
14701-130,32
14704018,64
14709154,32
14711040,64
14711572,32
14720000,96
14725000,32
14725-000,32
14730000,32
14740000,96
14750-000,32
14770000,96
14780050,32
14780060,32
14780540,32
14780766,32
14780770,64
14780-772,96
14781268,64
14781-268,32
14781460,32
14783-061,32
14784-490,64
14790000,96
14795-000,32
14800-360,32
14800-390,32
14800-400,32
14800-436,32
14800-480,32
14800-715,32
14801-082,32
14801-094,32
14801160,32
14801-200,32
14801-310,32
14801-417,32
14801492,32
14802-000,32
14802-040,96
14802280,32
14802-280,32
14802-290,32
14802378,32
14802-378,32
14802-842,128
14804449,32
14805-041,64
14805-045,32
14805-122,32
14805-396,32
14806100,96
14806140,32
14806-855,64
14807212,32
14808213,32
14810-284,32
14811-490,32
14825000,32
14835-000,32
14840000,32
14850000,64
14850-000,96
14860-000,32
14870330,64
14870350,64
14870500,32
14870570,32
14870600,96
14870780,64
14870810,32
14871665,32
14875586,32
14882172,64
14882215,32
14882274,128
14883235,32
14883414,32
14887-000,32
14887030,32
14887036,64
14887038,64
14887200,32
14887-254,32
14887260,32
14887295,32
14887-372,64
14887474,32
14890012,32
14890-080,32
14900000,128
14910-000,32
14915-000,64
14940103,32
14940202,64
14940480,64
14943186,32
14944050,32
14945006,32
14947064,32
14960-064,96
14960-166,32
14960550,32
14960-970,32
14965-216,96
14967210,32
14980000,64
15010090,32
15014000,96
15014-010,32
15014030,64
15014210,96
15015-100,32
15015-110,32
15015-430,64
15015600,224
15015610,32
15020020,64
15020-050,32
15025000,64
15025020,32
15025043,64
15025300,64
15025620,32
15030-020,32
15030-300,64
15030550,32
15040182,32
15042108,32
15043140,32
15043250,32
15045-140,32
15045-606,32
15045-676,32
15046-340,32
15046-355,32
15047-099,32
15047131,32
15047332,64
15050120,64
15050230,32
15051310,32
15053230,32
15053340,224
15055090,32
15056000,128
15056091,32
15056-091,32
15056680,32
15057-562,64
15060120,32
15060-295,32
15061540,32
15061560,32
15061-693,32
15061726,32
15061-730,32
15061736,32
15061768,32
15061-822,32
15063000,32
15063051,32
15063-051,32
15063102,64
15063120,32
15076-020,32
15076130,32
15076-500,32
15077357,32
15077433,32
15080-200,32
15081120,32
15081-593,32
15084-050,32
15084060,32
15084067,32
15084-067,32
15084140,32
15084-180,64
15084220,32
15085010,32
15085350,32
15085-500,32
15085890,32
15086801,64
15090-000,96
15090-210,32
15090-275,32
15090-360,32
15090430,96
15090460,32
15092-230,32
15092243,32
15092248,64
15092-254,32
15092440,32
15092470,32
15092510,32
15093110,32
15093310,32
15093325,32
15093-340,32
15093-366,64
15093-533,64
15093534,32
15104018,96
15110-000,32
15115000,128
15115-000,32
15130-009,32
15130-063,128
15130-118,32
15131140,64
15132012,32
15132-012,32
15135-638,64
15135-822,64
15138612,32
15150000,32
15155000,64
15155-000,32
15160000,32
15170000,32
15190000,32
15200000,64
15200-000,32
15290000,32
15300000,64
15310000,32
15360000,64
15385000,64
15385-000,288
15404-074,32
15420000,32
15460000,32
15460-000,32
15500003,32
15500004,32
15500005,32
15500010,32
15500108,64
15500111,32
15500-307,32
15500478,32
15501-006,96
15501031,64
15501335,32
15502050,32
15502108,64
15502-185,32
15502275,32
15503026,32
15503180,32
15503264,32
15503290,32
15505058,64
15505106,64
15505170,32
15505171,32
15505-185,32
15505186,64
15505288,32
15520000,96
15530000,32
15545000,32
15550000,64
15560000,32
15580000,32
15600-000,32
15600-022,32
15600076,128
15600-076,32
15601-178,32
15603033,32
15603096,64
15604-148,32
15607024,64
15630000,32
15700060,32
15700168,32
15700258,32
15703-196,32
15703198,32
15704516,32
15707338,64
15710000,32
15745000,64
15750-000,32
15760000,32
15760-000,64
15775-000,32
15790000,64
15800-003,32
15800040,128
15801080,32
15801310,32
15801-320,32
15801-400,32
15802015,32
15802160,64
15802321,32
15802-328,32
15803060,32
15804210,64
15804235,64
15805085,32
15807205,64
15807320,32
15810-215,32
15810-522,32
15828000,32
15828-000,64
15830-000,96
15840-000,32
15850000,256
15860-000,32
15880000,32
15890000,32
15895000,64
15900017,32
15902-154,32
15904052,32
15904154,32
15906602,32
15910000,128
15910-000,32
15940000,32
15950000,64
15990120,32
15990515,32
15990-568,32
15990685,64
15991215,32
15993040,32
15995063,32
16.800-000,32
16013-210,64
16013-385,64
16015085,32
16015490,32
16015515,32
16018270,32
16018-300,32
16025240,32
16025470,32
16026-310,32
16026-340,32
16050100,64
16050230,32
16050-230,32
16050410,32
16050515,96
16052-471,96
16052-805,32
16052901,32
16200-270,32
16201-041,64
16203059,32
16230-000,32
16300-658,96
16301174,64
16303-058,160
16340000,64
16340-000,64
16370-000,32
16403443,32
16440000,96
16450-000,32
16700000,288
16800000,32
16800-000,64
16900056,32
16901001,64
16901145,32
16901-327,32
16920-000,32
17011-240,32
17012-500,32
17012-535,32
17012-632,32
17013-231,32
17014-037,64
17014-440,32
17015-130,32
17015-210,96
17015341,32
17017471,32
17017576,32
17018-520,32
17018670,32
17018730,64
17023-490,32
17026-350,32
17034-290,32
17035-130,32
17047190,32
17047-320,32
17047590,64
17051-540,32
17053-215,32
17053-858,32
17054040,32
17055-270,32
17055-794,64
17120-000,32
17129052,32
17132-322,32
17190-000,32
17201-260,64
17206-441,32
17207271,64
17208100,32
17208-120,32
17215-043,32
17240-000,32
17242-052,32
17245136,32
17255-212,64
17342-078,32
17347220,128
17360000,32
17380-000,64
17400-021,32
17400-030,32
17400-084,32
17402024,32
17450078,64
17490970,32
17492212,32
17498-050,32
17500090,32
17500-120,32
17500-140,64
17501090,32
17503-090,32
17504-072,32
17506161,32
17506-161,32
17506-970,32
17509032,32
17510420,32
17511-130,32
17512-896,128
17513-140,32
17513322,32
17514-061,32
17514752,32
17515-120,32
17515240,32
17515-430,32
17516020,32
17516220,128
17516460,32
17516-540,32
17516-724,96
17516740,32
17519180,32
17519-420,32
17521171,32
17523260,32
17524-360,32
17525180,32
17526-100,32
17533-380,32
17533-411,32
17580000,32
17582068,32
17582320,32
17584222,32
17600020,32
17690 000,32
17690000,32
17700000,96
17780000,32
17800000,96
17800-000,64
17900000,160
17900-000,128
17920-000,32
18010004,160
18010070,96
18010320,32
18010-320,32
18013-004,32
18015200,64
18015443,32
18016200,96
18016-200,32
18016286,32
18016471,64
18017129,32
18017158,128
18017-189,64
18017-407,32
18017-454,32
18020-224,32
18020266,32
18020276,32
18020-620,32
18022038,32
18025-660,128
18030123,32
18030135,32
18031050,128
18035110,32
18035200,64
18035260,32
18035-520,32
18035630,64
18040-010,32
18040345,64
18040420,32
18040580,32
18043004,32
18043-004,32
18044020,96
18044-510,32
18045090,32
18045-320,32
18045-350,32
18045-630,32
18046166,32
18046-340,32
18046705,64
18046718,32
18046-810,64
18047599,64
18047-610,32
18047-635,32
18048000,32
18048090,32
18048105,32
18048115,160
18048-115,32
18048-130,32
18050-060,32
18050-600,64
18051430,32
18051560,64
18051640,64
18051-640,96
18051890,32
18052445,32
18052-597,32
18052604,32
18052-815,32
18052908,64
18053060,32
18053-230,32
18053386,32
18055-025,32
18055029,64
18055-040,128
18055-060,64
18055086,32
18055-155,32
18055-163,32
18055-210,32
18055-270,32
18055710,32
18055-710,32
18055-855,32
18055900,64
18060005,32
18060065,32
18060105,32
18060-370,64
18070850,32
18070851,96
18071261,32
18072090,32
18072150,64
18072851,32
18074305,32
18074677,64
18075000,32
18075715,64
18075774,64
18076-520,32
18076-560,96
18077-120,96
18077410,64
18080-075,32
18080-450,32
18080-560,32
18081000,96
18081035,32
18081-125,32
18081140,32
18085-305,32
18085385,32
18085430,64
18085-550,32
18085842,32
18086120,32
18086-330,32
18087027,32
18087067,32
18087-149,32
18087180,64
18087-319,32
18087506,32
18087540,32
18087805,32
18090-170,32
18090510,32
18095340,32
18095-590,32
18103-085,32
18105195,32
18108000,32
18108095,32
18110-130,32
18110580,32
18110585,32
18110630,64
18110696,32
18112-170,32
18112295,32
18112410,32
18115756,32
18116160,32
18116440,32
18116-440,32
18116741,64
18116745,32
18118001,32
18119303,32
18119375,32
18119-375,32
18120000,96
18120-000,128
18125000,32
18130-000,32
18130433,64
18130-970,32
18131-025,32
18131230,64
18132-380,32
18135350,32
18136185,32
18140-020,32
18145342,32
18147-000,32
18150000,64
18150-000,64
18160000,32
18160-000,32
18170000,224
18185000,96
18185-000,64
18190000,64
18190-000,96
18200013,32
18200-270,32
18200355,64
18200-540,64
18200972,32
18203-310,32
18205-530,32
18205-751,32
18206-290,32
18207-130,32
18207-390,32
18208-560,32
18208-660,32
18213-170,32
18216000,32
18220-000,32
18230000,32
18230-000,64
18240000,32
18250000,32
18270-170,64
18270540,32
18270846,32
18271-610,32
18271640,32
18271-852,32
18272120,32
18272555,32
18273-150,32
18275120,64
18275140,32
18275826,32
18276490,32
18276-690,32
18277590,32
18278250,32
18279672,32
18285000,32
18302-360,32
18320-000,32
18330-000,64
18385000,32
18400-080,32
18400650,32
18401210,64
18405-001,32
18406-245,32
18430000,32
18460-514,32
18460534,32
18460560,32
18520001,64
18520-340,32
18522-206,32
18523230,32
18525-008,32
18526038,32
18526074,96
18530000,32
18530-000,32
18540616,32
18540-626,32
18546-146,32
1855000,32
18550000,64
18552196,64
18552234,32
18553-052,64
18555310,32
18555-310,64
18555320,64
18560000,32
18570000,128
18570-000,32
18600-005,32
18602030,32
18603560,32
18603570,32
18605-570,32
18605-580,32
18606875,32
18607050,32
18607270,32
18607-350,32
18608-038,32
18608-230,32
18608-702,32
18609070,32
18609-545,32
18610-261,32
18610303,32
18611-347,32
18640000,64
18640-000,32
18652-290,32
18671250,64
18681-037,32
18681871,32
18681-874,32
18682000,32
18682-343,32
18683-370,32
18700100,32
18700-240,32
18701-210,64
18703-100,32
18703-757,64
18703-877,32
18705-866,32
18706-120,32
18706473,32
18708620,32
18732-086,32
18740000,128
18764000,64
18764194,32
18764290,32
18770000,32
18790-000,64
18792-004,32
18800088,32
18803030,64
18807026,64
18808-398,32
18870710,32
18900033,32
18900416,32
18903066,32
18910140,32
18950009,64
18950011,32
18960-001,32
18970184,32
18970240,32
18970970,64
18979899,32
19013360,32
19013710,32
19014140,32
19015550,32
19020510,64
19023-460,32
19023-580,64
19025560,32
19025592,32
19026260,32
19026-260,64
19026835,32
19030000,32
19036062,32
19044155,128
19050-630,32
19053-354,64
19053711,64
19053736,64
19053-823,32
19057420,32
19061300,32
19061360,64
19062270,64
19064330,64
19065610,32
19065-640,32
19066389,32
19160-000,32
19210-000,32
19260000,32
19275-000,64
19280000,64
19350-000,32
19400-198,32
19405-190,32
19470-000,64
19570-000,96
19600000,32
19720-014,32
19800100,32
19800310,64
19802-100,32
19806150,32
19806181,32
19813-130,96
19813-150,32
19814-630,32
19814640,32
19815130,32
19815530,32
19816-361,32
19830-059,32
19900041,32
19900081,32
19900110,64
19900140,64
19901030,32
19901070,32
19901-080,32
19901090,32
19901530,32
19901600,32
19901680,32
19901740,128
19902-020,64
19902060,32
19902080,64
19904140,64
19904282,64
19904-282,32
19905-370,32
19906120,96
19906-160,32
19906200,32
19907-080,32
19907090,64
19907280,32
19908300,64
19910030,64
19910087,32
19911030,32
19911080,32
19911215,64
19911700,64
19911726,32
19911780,32
19912030,32
19912130,32
19912340,32
19913250,64
19914211,64
19914360,32
19914540,32
19920007,64
19920-033,32
19920152,32
19930000,64
19960005,32
19970-064,32
19973150,32
20021-040,64
20021-180,32
20211140,32
20220470,32
20230010,32
20230011,32
20230014,32
20230-014,64
20230100,32
20231-006,32
20231-016,32
20231-092,64
20240-012,64
20240-020,32
20240-050,32
20240-180,64
20241070,32
20241080,64
20241-160,32
20241-180,96
20241220,32
20241-220,32
20241250,64
20241-250,64
20241-263,64
20241-320,32
20241400,128
20241-400,32
20250-450,32
20251060,32
20251190,32
20251-250,32
20260002,64
20260050,32
20260-130,32
20260141,32
20260-141,32
20260180,32
20260280,32
20260-280,64
20260320,64
20261126,32
20261-150,32
20270-002,32
20270080,32
20270-212,32
20270213,32
20270220,64
20270243,32
20270270,32
20270290,32
20271061,32
20271-061,32
20271-062,32
20271080,64
20271120,32
20271-120,64
20271160,32
20271203,32
20396006,32
20397030,32
20510052,32
20510-057,32
20510060,96
20510-060,32
20510-130,32
20510150,64
20510-160,32
20510-180,32
20510-230,32
20511000,32
20511001,64
20511-001,64
20511170,32
20511190,32
20511-190,64
20511240,64
20511-330,32
20511380,96
20511390,32
20520-050,32
20520-051,32
20520052,32
20520053,96
20520-053,32
20520055,64
20520100,32
20520-120,32
20520-150,32
20520-160,32
20520201,32
20520202,32
20521-050,32
20521060,96
20521-060,32
20521160,32
20521260,64
20530-001,32
20530002,32
20530003,64
20531560,32
20535-070,32
20540-006,32
20540-030,32
20540-090,32
20540106,32
20540-114,32
20540140,32
20540195,32
20540-216,32
20540330,32
20540-341,32
20540370,32
20541-022,32
20541038,64
20541-050,32
20541-155,32
20541172,32
20541330,64
20550013,32
20550-013,32
20550017,32
20550-030,128
20550-040,32
20550140,64
20550150,32
20550-220,32
20550230,32
20551031,96
20551-050,64
20551060,32
20551080,32
